MSHA_ID,Average_Employees,Company_Type,Labor_Hours,Mine_Basin,Mine_County,Mine_Name,Mine_State,Mine_Status,Mine_Type,Operating_Company,Operating_Company_Address,Operation_Type,Production_short_tons,Union_Code,Year
103295,18.0,Independent Producer Operator,39175.0,Appalachia Southern,Bibb,Seymour Mine,Alabama,Active,Surface,Hope Coal Company Inc,"P.O. Box 249, Maylene, AL 35114",Mine only,105082.0,,2008
103117,19.0,Operating Subsidiary,29926.0,Appalachia Southern,Cullman,"Mine #2, #3, #4",Alabama,"Active, men working, not producing",Surface,Twin Pines Coal Company Inc,"1874 County Road 15, Bremen, AL 35033",Mine only,10419.0,,2008
103361,20.0,Operating Subsidiary,42542.0,Appalachia Southern,Cullman,Cold Springs West Mine,Alabama,Active,Surface,Twin Pines Coal Company,"74 Industrial Parkway, Jasper, AL 35502",Mine only,143208.0,,2008
100759,395.0,Operating Subsidiary,890710.0,Appalachia Southern,Fayette,North River # 1 Underground Mi,Alabama,Active,Underground,Chevron Mining Inc,"3114 County Road 63 S, Berry, AL 35546",Mine and Preparation Plant,2923261.0,United Mine Workers of America,2008
103246,22.0,Independent Producer Operator,55403.0,Appalachia Southern,Franklin,Bear Creek,Alabama,Active,Surface,"Birmingham Coal & Coke Co., In","912 Edenton Street, Birmingham, AL 35242",Mine only,183137.0,,2008
103374,16.0,Independent Producer Operator,35697.0,Appalachia Southern,Franklin,Meredyth Mine,Alabama,Active,Surface,Hope Coal Company Inc,"P.O. Box 249, Maylene, AL 35114",Mine only,113875.0,,2008
102933,24.0,Independent Producer Operator,59326.0,Appalachia Southern,Jackson,Mine No 2,Alabama,Active,Surface,"Gtm Energy Partners, Llc","440 County Road 464, Flat Rock, AL 35966",Mine only,109589.0,,2008
103206,23.0,Independent Producer Operator,58897.0,Appalachia Southern,Jackson,Mine No 1,Alabama,Active,Surface,Gtm Energy Partners Llc,"440 Co. Road 464, Flat Rock, AL 35966",Mine only,153797.0,,2008
103231,17.0,Independent Producer Operator,37208.0,Appalachia Southern,Jackson,Glade Preparation Plant,Alabama,Active,Surface,"Gtm Energy Partners, Llc","440 Co. Road 464, Flat Rock, AL 35966",Preparation Plant,0.0,,2008
103301,15.0,Independent Producer Operator,57588.0,Appalachia Southern,Jackson,Pit Number 2,Alabama,"Active, men working, not producing",Surface,D&e Mining Llc,"20297 Alabama Hwy 71, Flat Rock, AL 35966",Mine only,38661.0,,2008
103384,12.0,Independent Producer Operator,12293.0,Appalachia Southern,Jackson,Mine No. 3,Alabama,Active,Surface,"Gtm Energy Partners, Llc","442 County Road 464, Flat Rock, AL 35966",Mine only,28819.0,,2008
100329,41.0,Operating Subsidiary,96645.0,Appalachia Southern,Jefferson,Concord Mine,Alabama,Active,Underground,Oak Grove Resources Llc,"8800 Oak Grove Mine Road, Adger, AL 35006",Preparation Plant,0.0,United Mine Workers of America,2008
100851,411.0,Operating Subsidiary,991785.0,Appalachia Southern,Jefferson,Oak Grove Mine,Alabama,Active,Underground,Oak Grove Resources Llc,"8800 Oak Grove Mine Rd, Adger, AL 35006",Mine only,985062.0,United Mine Workers of America,2008
102354,47.0,Independent Producer Operator,102175.0,Appalachia Southern,Jefferson,Lindbergh,Alabama,Active,Surface,C & H Mining Company Inc,"3699 Industrial Parkway, Jasper, AL 35502",Mine only,303483.0,,2008
102901,1.0,Independent Producer Operator,2118.0,Appalachia Southern,Jefferson,Shoal Creek Mine,Alabama,Active,Surface,Drummond Company Inc,"P.O. Box 1549, Jasper, AL 35501",Mine and Preparation Plant,0.0,United Mine Workers of America,2008
102901,540.0,Independent Producer Operator,1350920.0,Appalachia Southern,Jefferson,Shoal Creek Mine,Alabama,Active,Underground,Drummond Company Inc,"P.O. Box 1549, Jasper, AL 35501",Mine and Preparation Plant,2105589.0,United Mine Workers of America,2008
103180,48.0,Independent Producer Operator,98151.0,Appalachia Southern,Jefferson,Sloan Mountain Mine,Alabama,Active,Surface,M S & R Equipment Company Inc,"2361 Cumberland Drive, Pinson, AL 35126",Mine only,196868.0,,2008
103182,23.0,Contractor,63924.0,Appalachia Southern,Jefferson,Fishtrap,Alabama,Active,Surface,"Black Warrior Minerals, Inc.","4788 Highway 78, Cordova, AL 35550",Mine only,112128.0,,2008
103271,26.0,Operating Subsidiary,47218.0,Appalachia Southern,Jefferson,Praco Mine,Alabama,Active,Surface,Cherokee Mining Llc,"74 Industrial Pkwy, Jasper, AL 35501",Mine only,150085.0,,2008
103278,24.0,Independent Producer Operator,64309.0,Appalachia Southern,Jefferson,Jwr #3,Alabama,Active,Surface,Covol Engineered Fuels Lc,"5290 Mud Creek Rd, Adger, AL 35006",Mine and Preparation Plant,192999.0,,2008
103285,31.0,Operating Subsidiary,85000.0,Appalachia Southern,Jefferson,Narley Mine,Alabama,Active,Surface,Best Coal Inc,"P.O. Box 1253, Cullman, AL 35058",Mine only,252530.0,,2008
103332,14.0,Independent Producer Operator,28116.0,Appalachia Southern,Jefferson,Powhatan Mine,Alabama,Active,Surface,Job Land & Mineral Inc,"378 Old Dora Road, Sumiton, AL 35148",Mine only,47533.0,,2008
103375,12.0,Independent Producer Operator,29813.0,Appalachia Southern,Jefferson,Johnson Mine,Alabama,Active,Surface,Cahaba Resources Llc,"P.O. Box 122, Vance, AL 35490",Mine only,55398.0,,2008
103279,17.0,Independent Producer Operator,23000.0,Appalachia Southern,Marion,Burleson North Mine,Alabama,Active,Surface,"M.E. Group, Inc.","P.O. Box 10, Delmar, AL 35551",Mine only,49581.0,,2008
102976,9.0,Independent Producer Operator,21785.0,Appalachia Southern,Shelby,Piney Woods Preparation Plant,Alabama,Active,Surface,"Tacoa Minerals, Llc","1669 Mission Hills Road, Alabaster, AL 35007",Preparation Plant,0.0,,2008
102976,2.0,Independent Producer Operator,4238.0,Appalachia Southern,Shelby,Piney Woods Preparation Plant,Alabama,Active,Underground,"Tacoa Minerals, Llc","1669 Mission Hills Road, Alabaster, AL 35007",Preparation Plant,0.0,,2008
103205,17.0,Independent Producer Operator,42103.0,Appalachia Southern,Shelby,Alliance Mine No 1,Alabama,Active,Surface,Hope Coal Company Inc,"1401 Doug Baker Blvd, Suite 10, Birmingham, AL 35242",Mine and Preparation Plant,130022.0,,2008
103217,71.0,Independent Producer Operator,165102.0,Appalachia Southern,Shelby,Coke Mine #1,Alabama,"Active, men working, not producing",Underground,"Shelby Mining Company, Llc","201 Tucker Rd, Ste 101, Helena, AL 35080",Mine only,69487.0,,2008
103245,18.0,Independent Producer Operator,27391.0,Appalachia Southern,Shelby,Thompson Mine No 1,Alabama,Active,Underground,"Tacoa Minerals, Llc","1669 Mission Hills Road, Alabaster, AL 35007",Mine only,17641.0,,2008
103334,47.0,Operating Subsidiary,139716.0,Appalachia Southern,Shelby,Segco/Toby Mine,Alabama,Active,Surface,"Twin Pines Coal Company, Inc.","74 Industrial Parkway, Jasper, AL 35501",Mine only,229033.0,,2008
103360,10.0,Contractor,26491.0,Appalachia Southern,Shelby,Kodiak Plant #1,Alabama,"Active, men working, not producing",Underground,Shelby Mining Co. Llc,"201 Tucker Rd., Suite 101, Helena, AL 35080",Preparation Plant,0.0,,2008
103366,15.0,Independent Producer Operator,11672.0,Appalachia Southern,Shelby,Thompson Surface Mine,Alabama,"Active, men working, not producing",Surface,"Tacoa Minerals, Llc","1669 Mission Hills Road, Alabaster, AL 35007",Mine only,19314.0,,2008
103380,6.0,Independent Producer Operator,11596.0,Appalachia Southern,Shelby,Calera,Alabama,Active,Surface,Conrad Yelvington Dist.,"P.O. Box 11637, Daytona Beach, FL 32120",Preparation Plant,0.0,,2008
103380,5.0,Independent Producer Operator,11596.0,Appalachia Southern,Shelby,Calera,Alabama,Active,Underground,Conrad Yelvington Dist.,"P.O. Box 11637, Daytona Beach, FL 32120",Preparation Plant,0.0,,2008
103381,27.0,Independent Producer Operator,43386.0,Appalachia Southern,Shelby,Tacoa Highwall Miner,Alabama,Active,Surface,"Tacoa Minerals,llc","1669 Mission Hills Road, Alabaster, AL 35007",Mine only,73251.0,,2008
100563,9.0,Independent Producer Operator,16774.0,Appalachia Southern,Tuscaloosa,Greenfuels Processing Plant,Alabama,Active,Surface,Covol Fuels No 5 Llc,"P.O. Box 457, Brookwood, AL 35444",Mine and Preparation Plant,0.0,,2008
101247,497.0,Operating Subsidiary,1182649.0,Appalachia Southern,Tuscaloosa,No 4 Mine,Alabama,Active,Underground,Jim Walter Resources Inc,"14730 Lock 17 Rd, Brookwood, AL 35444",Mine and Preparation Plant,3187772.0,United Mine Workers of America,2008
101401,722.0,Operating Subsidiary,1725139.0,Appalachia Southern,Tuscaloosa,No 7 Mine,Alabama,Active,Underground,Jim Walter Resources Inc,"P.O. Box 133, Brookwood, AL 35444",Mine and Preparation Plant,2851619.0,United Mine Workers of America,2008
103172,82.0,Independent Producer Operator,219115.0,Appalachia Southern,Tuscaloosa,Searles Mine No. 2,Alabama,Active,Surface,"Southland Resources, Inc.","P.O. Box 770, Cottondale, AL 35453",Mine only,478940.0,,2008
103179,16.0,Independent Producer Operator,43103.0,Appalachia Southern,Tuscaloosa,Fleetwood Mine No 1,Alabama,Temporarily closed,Surface,Black Warrior Minerals Inc,"P.O. Box 1190, Sumiton, AL 35148",Mine only,101448.0,,2008
103196,66.0,Independent Producer Operator,183480.0,Appalachia Southern,Tuscaloosa,East Brookwood Mine,Alabama,Active,Surface,Tuscaloosa Resources Inc,"3500 35th Avenue North, Birmingham, AL 35207",Mine only,492630.0,,2008
103260,38.0,Independent Producer Operator,101569.0,Appalachia Southern,Tuscaloosa,Howton Mine,Alabama,Active,Surface,"Tuscaloosa Resources, Inc.","3500 35th Ave. North, Birmingham, AL 35207",Mine only,271919.0,,2008
103303,55.0,Operating Subsidiary,167139.0,Appalachia Southern,Tuscaloosa,Shannon,Alabama,Active,Surface,Rock Mountain Mining-Div/Twin,"P.O. Box 621, Jasper, AL 35502",Mine and Preparation Plant,335768.0,,2008
103320,10.0,Operating Subsidiary,10520.0,Appalachia Southern,Tuscaloosa,Davis Creek Mine,Alabama,Active,Surface,National Coal Of Alabama Inc,"9 Office Park Circle, Suite 21, Birmingham, AL 35253",Mine only,24012.0,,2008
103323,17.0,Independent Producer Operator,46776.0,Appalachia Southern,Tuscaloosa,Deerlick Mine,Alabama,Active,Surface,Cahaba Resources Llc,"P.O. Box 122, Vance, AL 35490",Mine only,120830.0,,2008
103362,20.0,Independent Producer Operator,47358.0,Appalachia Southern,Tuscaloosa,Cef Alabama #4,Alabama,Active,Surface,Covol Engineered Fuels Lc,"P.O. Box 157, Brookwood, AL 35444",Mine and Preparation Plant,0.0,,2008
103364,13.0,Independent Producer Operator,24561.0,Appalachia Southern,Tuscaloosa,Cef Alabama #7,Alabama,"Active, men working, not producing",Surface,Covol Engineered Fuels Lc,"13702 Milldale Rd, Brookwood, AL 35444",Mine and Preparation Plant,0.0,,2008
103365,16.0,Independent Producer Operator,33357.0,Appalachia Southern,Tuscaloosa,Cef Alabama #5,Alabama,Active,Surface,Covol Engineered Fuels Lc,"13108 Covol #5 Plant Road, Brookwood, AL 35444",Mine and Preparation Plant,0.0,,2008
100347,95.0,Independent Producer Operator,266440.0,Appalachia Southern,Walker,Choctaw Mine,Alabama,Active,Surface,Taft Coal Sales & Associates I,"3500 35th Ave. North, Birmingham, AL 35207",Mine and Preparation Plant,642109.0,,2008
101362,28.0,Independent Producer Operator,74305.0,Appalachia Southern,Walker,Manchester Mine,Alabama,Active,Surface,Black Warrior Minerals Inc,"P.O. Box 1190, Sumiton, AL 35148",Mine only,147914.0,,2008
102996,65.0,Independent Producer Operator,162848.0,Appalachia Southern,Walker,Jap Creek Mine,Alabama,Active,Surface,Reed Minerals Inc,"3699 Industrial Pkwy/P.O. Box, Jasper, AL 35502",Mine only,393203.0,,2008
103002,26.0,Independent Producer Operator,63896.0,Appalachia Southern,Walker,Corinth Mine,Alabama,Active,Underground,Warrior Investment Co Inc,"218 Hwy 195 N, Jasper, AL 35503",Mine only,140604.0,,2008
103004,4.0,Independent Producer Operator,150.0,Appalachia Southern,Walker,Miner Hollow Mine #2,Alabama,Active,Surface,Kennedy Brothers Construction,"912 Edenton Street, Birmingham, AL 35242",Mine only,917.0,,2008
103019,31.0,Independent Producer Operator,49186.0,Appalachia Southern,Walker,Surface Mine #1,Alabama,Active,Surface,Drummond Company Inc,"3000 Highway 78 West, Jasper, AL 35501",Mine only,168835.0,United Mine Workers of America,2008
103116,29.0,Operating Subsidiary,99907.0,Appalachia Southern,Walker,L Massey Mine,Alabama,Active,Surface,National Coal Of Alabama Inc,"9 Office Park, Suite 216, Birmingham, AL 35253",Mine only,359424.0,,2008
103155,11.0,Independent Producer Operator,28474.0,Appalachia Southern,Walker,Corinth Prep Plant,Alabama,Active,Surface,Warrior Investment Company Inc,"218 Highway 195, Jasper, AL 35503",Preparation Plant,0.0,,2008
103155,10.0,Independent Producer Operator,28473.0,Appalachia Southern,Walker,Corinth Prep Plant,Alabama,Active,Underground,Warrior Investment Company Inc,"218 Highway 195, Jasper, AL 35503",Preparation Plant,0.0,,2008
103195,7.0,Independent Producer Operator,9429.0,Appalachia Southern,Walker,Mccollum Mine,Alabama,Permanently abandoned,Surface,"Quality Coal, Inc.","P.O. Box 2705, Jasper, AL 35502",Mine only,40005.0,,2008
103292,38.0,Operating Subsidiary,109468.0,Appalachia Southern,Walker,Redstar,Alabama,Active,Surface,Cherokee Mining Llc,"74 Industrial Parkway, Jasper, AL 35501",Mine only,224869.0,,2008
103305,16.0,Independent Producer Operator,6511.0,Appalachia Southern,Walker,Blue Creek Mine,Alabama,"Active, men working, not producing",Surface,"Quality Coal Co., Inc.","3801 N. Airport Road, Jasper, AL 35504",Mine only,15008.0,,2008
103319,13.0,Independent Producer Operator,27187.0,Appalachia Southern,Walker,Nicholas Mine,Alabama,"Active, men working, not producing",Surface,Reed Minerals Inc,"3699 Industrial Pkwy, Japser, AL 35501",Mine only,38918.0,,2008
103322,26.0,Independent Producer Operator,53345.0,Appalachia Southern,Walker,Pleasant Grove South,Alabama,Active,Surface,"Quality Coal, Inc.","3801 N. Airport Road, Jasper, AL 35504",Mine only,147548.0,,2008
103336,26.0,Independent Producer Operator,68200.0,Appalachia Southern,Walker,Sugar Town Mine,Alabama,Active,Surface,"Haley Bros. Coal, Inc.","414 5th Ave Nw, Carbon Hill, AL 35594",Mine only,162050.0,,2008
103337,19.0,Independent Producer Operator,50932.0,Appalachia Southern,Walker,Gooden Creek,Alabama,Active,Surface,Birmingham Coal & Coke Co Inc,"912 Edenton Street, Birmingham, AL 35242",Mine only,141824.0,,2008
103339,9.0,Independent Producer Operator,810.0,Appalachia Southern,Walker,Mallards Creek Mine,Alabama,Temporarily closed,Surface,Haley Brothers Coal Inc,"P.O. Box 147, Eldridge, AL 35554",Mine only,371.0,,2008
103342,49.0,Contractor,99085.0,Appalachia Southern,Walker,Reese's Branch,Alabama,Active,Surface,Cedar Lake Mining Inc,"2361 Cumberland Lake Drive, Pinson, AL 35126",Mine only,392685.0,,2008
103370,19.0,Operating Subsidiary,22651.0,Appalachia Southern,Walker,Cresent Valley Mine,Alabama,Active,Surface,National Coal Of Alabama Inc,"P.O. Box 531044, Birmingham, AL 35233",Mine only,108871.0,,2008
103372,5.0,Independent Producer Operator,448.0,Appalachia Southern,Walker,Cane Creek Mine,Alabama,Permanently abandoned,Surface,Cane Creek Llc,"P.O. Box 2322, Jasper, AL 35504",Mine only,2400.0,,2008
103376,41.0,Independent Producer Operator,84992.0,Appalachia Southern,Walker,Town Creek,Alabama,Active,Surface,Reed Minerals Inc,"3699 Industrial Parkway, Jasper, AL 35501",Mine only,190503.0,,2008
103397,14.0,Independent Producer Operator,1536.0,Appalachia Southern,Walker,Parrish Mine,Alabama,Active,Surface,Black Warrior Minerals Inc,"P.O. Box 1190, Sumiton, AL 35148",Mine only,12567.0,,2008
102639,12.0,Operating Subsidiary,4065.0,Appalachia Southern,Winston,Hickory Grove,Alabama,Permanently abandoned,Surface,National Coal Of Alabama Inc,"P.O. Box 531044, Birmingham, AL 35253",Mine only,21664.0,,2008
103321,45.0,Operating Subsidiary,137065.0,Appalachia Southern,Winston,Poplar Springs,Alabama,Active,Surface,National Coal Of Alabama Inc,"P.O. Box 531044, Birmingham, AL 35253",Mine only,355947.0,,2008
103358,28.0,Independent Producer Operator,71880.0,Appalachia Southern,Winston,Old Union,Alabama,Active,Surface,Birmingham Coal & Coke Co Inc,"912 Edenton St, Birmingham, AL 35242",Mine only,238353.0,,2008
5000030,104.0,Independent Producer Operator,234809.0,Western,Yukon-Koyukuk,Usibelli,Alaska,Active,Surface,Usibelli Coal Mine Inc,"P.O. Box 1000, Healy, AK 99743",Mine and Preparation Plant,1477015.0,Teamsters,2008
201195,419.0,Operating Subsidiary,999459.0,Western,Navajo,Kayenta Mine,Arizona,Active,Surface,Peabody Western Coal Company,"P.O. Box 650, Kayenta, AZ 86033",Mine and Preparation Plant,8024973.0,United Mine Workers of America,2008
301569,2.0,Independent Producer Operator,1310.0,Interior,Sebastian,Penny #1,Arkansas,Active,Surface,Comer Mining Company,"P.O. Box 986, Greenwood, AR 72936",Mine only,1789.0,,2008
301736,91.0,Independent Producer Operator,211455.0,Interior,Sebastian,Sebastian County Coal Mine,Arkansas,"Active, men working, not producing",Underground,"Heidtman Mining, Llc","P.O. Box 312, Hartford, AR 72938",Mine and Preparation Plant,67392.0,,2008
504775,8.0,Contractor,5112.0,Western,Adams,Isaacs Run Hwm,Colorado,Permanently abandoned,Surface,Icg Addcar Systems Llc,"No. 1 Hwm Drive, Ashland, KY 41102",Mine only,21090.0,,2008
503818,5.0,Operating Subsidiary,9649.0,Uinta Region,Delta,Terror Creek Loadout,Colorado,Active,Underground,Terror Creek Company,"43440 Bowie Rd, Paonia, CO 81428",Preparation Plant,0.0,,2008
504591,272.0,Independent Producer Operator,563184.0,Uinta Region,Delta,Bowie No 2 Mine,Colorado,Active,Underground,Bowie Resources Llc,"P.O. Box 1488, Paonia, CO 81428",Mine and Preparation Plant,2861938.0,,2008
503013,26.0,Independent Producer Operator,66985.0,Uinta Region,Garfield,Mc Clane Canyon Mine,Colorado,Active,Underground,"Mcclane Canyon Mining, Llc","P.O. Box 98, Loma, CO 81524",Mine only,283150.0,,2008
503672,408.0,Operating Subsidiary,921864.0,Uinta Region,Gunnison,West Elk Mine,Colorado,Active,Underground,"Mountain Coal Company, L.L.C.","P.O. Box 591, Somerset, CO 81434",Mine only,5858789.0,,2008
504674,329.0,Operating Subsidiary,639371.0,Uinta Region,Gunnison,Elk Creek Mine,Colorado,Active,Underground,"Oxbow Mining, Llc","P.O. Box 535, Somerset, CO 81434",Mine only,4902633.0,,2008
500266,48.0,Operating Subsidiary,113652.0,Western,La Plata,King I,Colorado,Active,Underground,"National King Coal, Llc","4424 County Road 120, Hesperus, CO 81326",Mine only,236253.0,,2008
504864,18.0,Independent Producer Operator,43164.0,Western,La Plata,King Ii,Colorado,Active,Underground,"National King Coal, Llc","4424 County Road 120, Hesperus, CO 81326",Mine only,155665.0,,2008
502838,170.0,Independent Producer Operator,359386.0,Uinta Region,Moffat,Trapper Mine,Colorado,Active,Surface,Trapper Mining Inc,"P.O. Box 187, Craig, CO 81626",Mine only,2320452.0,International Union of Operation Engineers,2008
502962,320.0,Operating Subsidiary,659497.0,Uinta Region,Moffat,Colowyo Mine,Colorado,Active,Surface,Colowyo Coal Company L P,"5731 State Highway 13, Meeker, CO 81641",Mine and Preparation Plant,4914363.0,,2008
500299,28.0,Operating Subsidiary,54113.0,Western,Montrose,New Horizon Mine,Colorado,Active,Surface,"Western Fuels-Colorado, Llc","P.O. Box 628, Nucla, CO 81424",Mine only,402942.0,United Mine Workers of America,2008
503505,157.0,Operating Subsidiary,339569.0,Uinta Region,Rio Blanco,Deserado Mine,Colorado,Active,Underground,Blue Mountain Energy Inc,"3607 County Road #65, Rangely, CO 81648",Mine and Preparation Plant,2067009.0,United Mine Workers of America,2008
503836,496.0,Operating Subsidiary,1094171.0,Uinta Region,Routt,Foidel Creek Mine,Colorado,Active,Underground,Twentymile Coal Company,"29515 Routt County Rd#27, Oak Creek, CO 80467",Mine and Preparation Plant,8004176.0,,2008
1102751,24.0,Operating Subsidiary,47999.0,Illinois Basin,Gallatin,I-1 Mine,Illinois,Active,Surface,Illinois Fuel Company Llc,"920 Gape Hollow Rd, Herod, IL 62947",Mine and Preparation Plant,91138.0,,2008
1103017,166.0,Operating Subsidiary,407733.0,Illinois Basin,Gallatin,Wildcat Hills Mine,Illinois,Active,Surface,Black Beauty Coal Company,"7100 Eagle Crest Blvd., Suite, Evansville, IN 47715",Mine and Preparation Plant,2230577.0,,2008
1103020,73.0,Independent Producer Operator,171561.0,Illinois Basin,Jackson,Creek Paum Mine,Illinois,Active,Surface,Knight Hawk Coal Llc,"500 Cuttler-Trico Road, Percy, IL 62272",Mine and Preparation Plant,1068071.0,,2008
1103020,1.0,Independent Producer Operator,2064.0,Illinois Basin,Jackson,Creek Paum Mine,Illinois,Active,Underground,Knight Hawk Coal Llc,"500 Cuttler-Trico Road, Percy, IL 62272",Mine and Preparation Plant,0.0,,2008
1103121,44.0,Independent Producer Operator,87904.0,Illinois Basin,Jackson,Elkville No.1 Mine,Illinois,Active,Surface,S Coal Company,"770 Coal Rd, Elkville, IL 62932",Mine only,318549.0,,2008
1103140,25.0,Independent Producer Operator,52158.0,Illinois Basin,Jackson,Cora Terminal,Illinois,Active,Surface,Kinder Morgan Operating Ltd,"262 Cora Road, Rockwood, IL 62280",Preparation Plant,0.0,International Union of Operation Engineers,2008
1103140,24.0,Independent Producer Operator,52157.0,Illinois Basin,Jackson,Cora Terminal,Illinois,Active,Underground,Kinder Morgan Operating Ltd,"262 Cora Road, Rockwood, IL 62280",Preparation Plant,0.0,International Union of Operation Engineers,2008
1103162,27.0,Independent Producer Operator,68705.0,Illinois Basin,Jackson,Royal Falcon Mine,Illinois,Active,Underground,"Knight Hawk Coal, Llc","500 Cutler-Trico Road, Percy, IL 62272",Mine only,195753.0,,2008
1102632,261.0,Contractor,593333.0,Illinois Basin,Macoupin,Crown Iii Mine,Illinois,Active,Underground,Centre Crown Mining Llc,"2 Mine Avenue, Farmersville, IL 62533",Mine and Preparation Plant,1407552.0,United Mine Workers of America,2008
1103045,33.0,Independent Producer Operator,78552.0,Illinois Basin,Perry,Red Hawk,Illinois,Active,Surface,"Knight Hawk Coal, Llc","500 Cutler-Trico Road, Percy, IL 62272",Mine and Preparation Plant,660126.0,,2008
1103119,2.0,Contractor,2200.0,Illinois Basin,Perry,A M No 3,Illinois,Active,Surface,Auger Mining Inc,"P.O. Box 195, Freeburg, IL 62243",Mine only,24337.0,,2008
1103143,23.0,Independent Producer Operator,62843.0,Illinois Basin,Perry,Prairie Eagle,Illinois,Active,Surface,"Knight Hawk Coal, Llc","500 Cutler-Trico Road, Percy, IL 62272",Mine only,433234.0,,2008
1103147,3.0,Independent Producer Operator,6761.0,Illinois Basin,Perry,Prairie Eagle - Underground,Illinois,Active,Surface,"Knight Hawk Coal, Llc","500 Cutler-Trico Rd, Percy, IL 62272",Mine and Preparation Plant,0.0,,2008
1103147,71.0,Independent Producer Operator,156175.0,Illinois Basin,Perry,Prairie Eagle - Underground,Illinois,Active,Underground,"Knight Hawk Coal, Llc","500 Cutler-Trico Rd, Percy, IL 62272",Mine and Preparation Plant,1112101.0,,2008
1102408,196.0,Independent Producer Operator,479243.0,Illinois Basin,Randolph,Gateway Mine,Illinois,Active,Underground,Black Beauty Coal Company,"7100 Eagle Crest Blvd., Suite, Evansville, IN 47715",Mine only,3198251.0,,2008
1102546,29.0,Independent Producer Operator,62260.0,Illinois Basin,Randolph,Preparation Plant,Illinois,Active,Underground,Black Beauty Coal Company,"P.O. Box 397, Coulterville, IL 62237",Preparation Plant,0.0,,2008
1102752,854.0,Operating Subsidiary,1929636.0,Illinois Basin,Saline,Galatia Mine,Illinois,Active,Underground,The American Coal Company,"P.O. Box 727, Harrisburg, IL 62946",Mine and Preparation Plant,5263019.0,,2008
1103054,414.0,Operating Subsidiary,915417.0,Illinois Basin,Saline,Willow Lake Portal,Illinois,Active,Underground,Big Ridge Inc,"420 Long Lane Road, Equality, IL 62934",Mine only,3621056.0,AFCI,2008
1103099,13.0,Operating Subsidiary,27596.0,Illinois Basin,Saline,Willow Lake Central Preparatio,Illinois,Active,Surface,Big Ridge Inc,"420 Long Lane Road, Equality, IL 62934",Preparation Plant,0.0,AFCI,2008
1103099,36.0,Operating Subsidiary,78544.0,Illinois Basin,Saline,Willow Lake Central Preparatio,Illinois,Active,Underground,Big Ridge Inc,"420 Long Lane Road, Equality, IL 62934",Preparation Plant,0.0,AFCI,2008
1103156,79.0,Operating Subsidiary,203366.0,Illinois Basin,Saline,Wildcat Hills Mine - Undergrou,Illinois,Active,Underground,Black Beauty Coal Company,"7100 Eagle Crst Blvd #200, Evansville, IN 47715",Mine only,709428.0,,2008
1102664,268.0,Operating Subsidiary,573225.0,Illinois Basin,Sangamon,Viper Mine,Illinois,Active,Underground,"Icg Illinois, Llc","8100 East Main, Williamsville, IL 62693",Mine and Preparation Plant,2261029.0,,2008
1103060,168.0,Operating Subsidiary,410750.0,Illinois Basin,Vermilion,Riola Mine Complex-Vermilion G,Illinois,Active,Underground,Black Beauty Coal Company,"4500 N. 1500 E. Rd., Ridge Farm, IL 61870",Mine and Preparation Plant,1129783.0,,2008
1103064,55.0,Operating Subsidiary,152981.0,Illinois Basin,Wabash,Friendsville Mine,Illinois,Active,Surface,Friendsville Mine Llc,"528 Main St, Ste 202, Evansville, IN 47708",Mine only,1037125.0,,2008
1103058,313.0,Operating Subsidiary,803738.0,Illinois Basin,White,Pattiki,Illinois,Active,Underground,"White County Coal, Llc","P.O. Box 457, Carmi, IL 62821",Mine and Preparation Plant,2653250.0,,2008
1103141,166.0,Independent Producer Operator,392158.0,Illinois Basin,Williamson,Mach #1 Mine,Illinois,Active,Underground,Mach Mining Llc,"P.O. Box 300, Johnston City, IL 62951",Mine and Preparation Plant,5503665.0,,2008
1202397,6.0,Independent Producer Operator,14829.0,Illinois Basin,Clay,Chinook Plant,Indiana,Active,Surface,Covol Engineered Fuels,"3589 N County Rd 500 W, Brazil, IN 47834",Mine and Preparation Plant,0.0,,2008
1202397,6.0,Independent Producer Operator,14829.0,Illinois Basin,Clay,Chinook Plant,Indiana,Active,Underground,Covol Engineered Fuels,"3589 N County Rd 500 W, Brazil, IN 47834",Mine and Preparation Plant,0.0,,2008
1201732,116.0,Independent Producer Operator,330362.0,Illinois Basin,Daviess,Craney Mine,Indiana,Active,Surface,Solar Sources Inc,"Post Office Box 7, Petersburg, IN 47567",Mine and Preparation Plant,1959444.0,,2008
1201946,146.0,Operating Subsidiary,367953.0,Illinois Basin,Daviess,Viking Mine,Indiana,Active,Surface,Black Beauty Coal Company,"P.O. Box 28, Montgomery, IN 47558",Mine and Preparation Plant,1575624.0,,2008
1202372,30.0,Independent Producer Operator,20129.0,Illinois Basin,Daviess,Antioch Mine,Indiana,Permanently abandoned,Surface,Little Sandy Coal Company Inc,"P.O. Box 16, Lamas, IN 47550",Mine only,30639.0,,2008
1202374,55.0,Independent Producer Operator,156534.0,Illinois Basin,Dubois,Shamrock Mine,Indiana,Active,Surface,"Solar Sources, Inc.","625 N. Ninth St., Petersburg, IN 47567",Mine and Preparation Plant,845652.0,,2008
1202147,160.0,Operating Subsidiary,404610.0,Illinois Basin,Gibson,Francisco Mine,Indiana,Active,Surface,Black Beauty Coal Company,"7100 Eagle Crest Blvd. Ste 100, Evansville, IN 47715",Mine and Preparation Plant,1905260.0,,2008
