MSHA_ID,Average_Employees,Company_Type,Labor_Hours,Mine_Basin,Mine_County,Mine_Name,Mine_State,Mine_Status,Mine_Type,Operating_Company,Operating_Company_Address,Operation_Type,Production_short_tons,Union_Code,Year
4609255,9.0,Independent Producer Operator,18508.0,Appalachia Central,Nicholas,Mcmillion Creek Mine #4,West Virginia (Southern),Active,Surface,Eagle Ridge Development Group,"10 Scenic Highway, Summersville, WV 26651",Mine only,31406.0,,2009
4609266,57.0,Independent Producer Operator,120935.0,Appalachia Central,Nicholas,Hominy Creek Mine,West Virginia (Southern),Active,Underground,White Buck Coal Company,"P.O. Box 180, Leivasy, WV 26676",Mine only,244000.0,,2009
4609289,40.0,Independent Producer Operator,47098.0,Appalachia Central,Nicholas,Black Pearl Underground Mine,West Virginia (Southern),Active,Underground,Atlantic Leaseco Llc,"702 Professional Park Drive Su, Summersville, WV 26651",Mine only,144875.0,,2009
4608751,54.0,Operating Subsidiary,60569.0,Appalachia Northern,Preston,Whitetail Kittanning Mine,West Virginia (Northern),"Active, men working, not producing",Underground,Kingwood Mining Company Llc,"Route 1 Box 294c, Newburg, WV 26410",Mine only,11809.0,,2009
4608753,16.0,Operating Subsidiary,32529.0,Appalachia Northern,Preston,Whitetail Preparation Facility,West Virginia (Northern),"Active, men working, not producing",Underground,Kingwood Mining Company Llc,"Route 1  Box 294c, Newburg, WV 26410",Preparation Plant,0.0,,2009
4608756,19.0,Independent Producer Operator,35541.0,Appalachia Northern,Preston,Plum Mine,West Virginia (Northern),Active,Underground,Double H Mining Co Inc,"P.O. Box 338, Reedsville, WV 26537",Mine only,92551.0,,2009
4605252,204.0,Operating Subsidiary,435848.0,Appalachia Central,Raleigh,Beckley Pocahontas Mine,West Virginia (Southern),Active,Underground,Icg Beckley Llc,"P.O. Box 49, Eccles, WV 25836",Mine only,748910.0,,2009
4605317,12.0,Operating Subsidiary,27647.0,Appalachia Central,Raleigh,Goals Preparation Plant,West Virginia (Southern),Active,Surface,Goals Coal Company,"P.O. Box 69, Naoma, WV 25140",Preparation Plant,0.0,United Mine Workers of America,2009
4605317,12.0,Operating Subsidiary,25521.0,Appalachia Central,Raleigh,Goals Preparation Plant,West Virginia (Southern),Active,Underground,Goals Coal Company,"P.O. Box 69, Naoma, WV 25140",Preparation Plant,0.0,United Mine Workers of America,2009
4607191,69.0,Operating Subsidiary,153640.0,Appalachia Central,Raleigh,Josephine No 2 Mine,West Virginia (Southern),Active,Underground,Pocahontas Coal Company Llc,"109 Appalachian Drive, Beckley, WV 25801",Mine only,169099.0,,2009
4608266,59.0,Operating Subsidiary,139711.0,Appalachia Central,Raleigh,Josephine No 3 Mine,West Virginia (Southern),Active,Underground,Pocahontas Coal Company Llc,"109 Appalachian Drive, Beckley, WV 25801",Mine only,279834.0,,2009
4608297,18.0,Operating Subsidiary,39426.0,Appalachia Central,Raleigh,White Queen,West Virginia (Southern),Temporarily closed,Underground,Marfork Coal Company Inc,"P.O. Box 457, Whitesville, WV 25209",Mine only,29056.0,,2009
4608315,92.0,Operating Subsidiary,243149.0,Appalachia Central,Raleigh,Brushy Eagle,West Virginia (Southern),Active,Underground,Marfork Coal Company Inc,"P.O. Box 457, Whitesville, WV 25209",Mine only,547453.0,,2009
4608374,132.0,Operating Subsidiary,318647.0,Appalachia Central,Raleigh,Marfork Processing,West Virginia (Southern),Active,Underground,Marfork Coal Company Inc,"P.O. Box 457, Whitesville, WV 25209",Preparation Plant,0.0,,2009
4608436,195.0,Operating Subsidiary,482132.0,Appalachia Central,Raleigh,Upper Big Branch Mine-South,West Virginia (Southern),Active,Underground,Performance Coal Company,"130 Frontier Street, Montcoal, WV 25135",Mine only,1235462.0,,2009
4608539,20.0,Operating Subsidiary,43211.0,Appalachia Central,Raleigh,Upper Big Branch Raw Coal Faci,West Virginia (Southern),Active,Underground,Performance Coal Company,"130 Frontier Street, Naoma, WV 25140",Preparation Plant,0.0,,2009
4608551,54.0,Operating Subsidiary,133640.0,Appalachia Central,Raleigh,Marsh Fork Mine,West Virginia (Southern),Active,Underground,Marfork Coal Company Inc,"P.O. Box 457, Whitesville, WV 25209",Mine only,273476.0,,2009
4608758,43.0,Operating Subsidiary,101778.0,Appalachia Central,Raleigh,Eagle #1,West Virginia (Southern),Active,Underground,Rhino Eastern Llc,"P.O. Box 260, Bolt, WV 25817",Mine only,170292.0,,2009
4608829,49.0,Contractor,90066.0,Appalachia Central,Raleigh,Beckley Crystal,West Virginia (Southern),Active,Underground,Baylor Mining Inc,"P.O. Box 577, Mabscott, WV 25871",Mine only,286600.0,,2009
4608873,12.0,Operating Subsidiary,26255.0,Appalachia Central,Raleigh,East Gulf Preparation Plant,West Virginia (Southern),Active,Surface,"Pocahontas Coal Company, Llc","109 Appalachian Dr, Beckley, WV 25801",Preparation Plant,0.0,,2009
4608873,22.0,Operating Subsidiary,48758.0,Appalachia Central,Raleigh,East Gulf Preparation Plant,West Virginia (Southern),Active,Underground,"Pocahontas Coal Company, Llc","109 Appalachian Dr, Beckley, WV 25801",Preparation Plant,0.0,,2009
4608977,168.0,Independent Producer Operator,454812.0,Appalachia Central,Raleigh,Edwight Surface Mine,West Virginia (Southern),Active,Surface,Alex Energy Inc,"P.O. Box 640, Uneeda, WV 25205",Mine only,1416484.0,,2009
4609026,70.0,Operating Subsidiary,172029.0,Appalachia Central,Raleigh,Ewing Fork No. 1 Surface Mine,West Virginia (Southern),Active,Surface,"Simmons Fork Mining, Inc.","Route 1, Box 76-C, Scarbro, WV 25917",Mine only,634758.0,,2009
4609048,57.0,Operating Subsidiary,152558.0,Appalachia Central,Raleigh,Slip Ridge Cedar Grove Mine,West Virginia (Southern),Active,Underground,"Marfork Coal Company, Inc.","P.O. Box 457, Whitesville, WV 25209",Mine only,305450.0,,2009
4609091,84.0,Independent Producer Operator,217927.0,Appalachia Central,Raleigh,Horse Creek Eagle,West Virginia (Southern),Active,Underground,Marfork Coal Company,"P.O. Box 457, Whitesville, WV 25209",Mine only,855034.0,,2009
4609092,43.0,Independent Producer Operator,111035.0,Appalachia Central,Raleigh,Allen Powellton Mine,West Virginia (Southern),Active,Underground,Marfork Coal Company,"P.O. Box 457, Whitesville, WV 25209",Mine only,399845.0,,2009
4609096,51.0,Operating Subsidiary,153357.0,Appalachia Central,Raleigh,Tommy Creek Mine No 1,West Virginia (Southern),Active,Surface,North Star One Llc,"109 Appalachian Drive, Beckley, WV 25801",Mine only,204380.0,,2009
4609193,78.0,Independent Producer Operator,179520.0,Appalachia Central,Raleigh,Parker Peerless Mine,West Virginia (Southern),Active,Underground,Marfork Coal Company Inc,"P.O. Box 69, Naoma, WV 25140",Mine only,613365.0,,2009
4609216,1.0,Operating Subsidiary,1161.0,Appalachia Central,Raleigh,Beckley Pocahontas Plant,West Virginia (Southern),Active,Surface,Icg Beckley Llc,"P.O. Box 49, Eccles, WV 25836",Preparation Plant,0.0,,2009
4609216,26.0,Operating Subsidiary,56895.0,Appalachia Central,Raleigh,Beckley Pocahontas Plant,West Virginia (Southern),Active,Underground,Icg Beckley Llc,"P.O. Box 49, Eccles, WV 25836",Preparation Plant,0.0,,2009
4609229,13.0,Operating Subsidiary,17410.0,Appalachia Central,Raleigh,Beckley No. 1 Mine,West Virginia (Southern),"Active, men working, not producing",Underground,Pocahontas Coal Company Llc,"109 Appalachian Drive, Beckley, WV 25801",Mine only,15320.0,,2009
4606736,21.0,Operating Subsidiary,39974.0,Appalachia Northern,Randolph,Star Bridge Preparation Plant-,West Virginia (Northern),Active,Underground,Carter Roag Coal Company,"Hc 58 Box 200, Mill Creek, WV 26280",Preparation Plant,0.0,,2009
4608194,115.0,Operating Subsidiary,261693.0,Appalachia Northern,Randolph,Pleasant Hill Mine,West Virginia (Northern),Active,Underground,Carter Roag Coal Company,"Hc 58 Box 200, Mill Creek, WV 26280",Mine only,460242.0,,2009
4609190,2.0,Independent Producer Operator,1580.0,Appalachia Northern,Randolph,Brady Surface,West Virginia (Northern),Permanently abandoned,Surface,Boomerang Coal Inc,"1 Fuji Drive, Buckhannon, WV 26201",Mine only,910.0,,2009
4609028,196.0,Operating Subsidiary,416038.0,Appalachia Northern,Tucker,Mountain View Mine,West Virginia (Northern),Active,Underground,"Mettiki Coal Wv, Llc","293 Table Rock Road, Oakland, MD 21550",Mine only,2215064.0,,2009
4605238,15.0,Operating Subsidiary,6493.0,Appalachia Northern,Upshur,Rawhide,West Virginia (Northern),Temporarily closed,Surface,Cheyenne Sales Company Inc,"P.O. Box 702, Buckhannon, WV 26201",Preparation Plant,0.0,,2009
4605238,14.0,Operating Subsidiary,6492.0,Appalachia Northern,Upshur,Rawhide,West Virginia (Northern),Temporarily closed,Underground,Cheyenne Sales Company Inc,"P.O. Box 702, Buckhannon, WV 26201",Preparation Plant,0.0,,2009
4605544,25.0,Operating Subsidiary,57107.0,Appalachia Northern,Upshur,Sawmill Run Preparation Plant,West Virginia (Northern),Active,Underground,Wolf Run Mining Company,"1 Edmiston Way, Suite 211, Buckhannon, WV 26201",Preparation Plant,0.0,,2009
4605823,4.0,Operating Subsidiary,10420.0,Appalachia Northern,Upshur,Upshur Complex,West Virginia (Northern),"Active, men working, not producing",Underground,Upshur Property Inc,"1 Edmiston Way, Suite 211, Buckhannon, WV 26201",Preparation Plant,0.0,,2009
4609000,6.0,Independent Producer Operator,9042.0,Appalachia Northern,Upshur,Lane Ridge Surface Mine,West Virginia (Northern),Active,Surface,Nesco Inc,"Rt. 7, Box 543, Fairmont, WV 26554",Mine only,18864.0,,2009
4609115,98.0,Operating Subsidiary,242541.0,Appalachia Northern,Upshur,Imperial Mine,West Virginia (Northern),Active,Underground,Wolf Run Mining Company,"1 Edmiston Way, Suite 111, Buckhannon, WV 26201",Mine only,685348.0,,2009
4609167,5.0,Independent Producer Operator,7882.0,Appalachia Northern,Upshur,Adrian Refuse Area/Adrian Prep,West Virginia (Northern),Active,Surface,Carson One Mining Llc,"P.O. Box 716, Buckhannon, WV 26201",Preparation Plant,0.0,,2009
4609167,6.0,Independent Producer Operator,7882.0,Appalachia Northern,Upshur,Adrian Refuse Area/Adrian Prep,West Virginia (Northern),Active,Underground,Carson One Mining Llc,"P.O. Box 716, Buckhannon, WV 26201",Preparation Plant,0.0,,2009
4605121,314.0,Operating Subsidiary,693167.0,Appalachia Central,Wayne,Camp Creek Mine,West Virginia (Southern),Active,Underground,Rockspring Development Inc,"P.O. Box 390, East Lynn, WV 25512",Mine only,2958034.0,,2009
4607458,12.0,Operating Subsidiary,28567.0,Appalachia Central,Wayne,"Docks Creek, Llc",West Virginia (Southern),Active,Surface,"Docks Creek, Llc","P.O. Box 250, Ceredo, WV 25507",Preparation Plant,0.0,,2009
4607458,18.0,Operating Subsidiary,42850.0,Appalachia Central,Wayne,"Docks Creek, Llc",West Virginia (Southern),Active,Underground,"Docks Creek, Llc","P.O. Box 250, Ceredo, WV 25507",Preparation Plant,0.0,,2009
4607547,9.0,Independent Producer Operator,22426.0,Appalachia Central,Wayne,Wayne County River Terminal,West Virginia (Southern),Active,Surface,Argus Energy Wv Llc,"P.O. Box 200, Dunlow, WV 25511",Preparation Plant,0.0,,2009
4607547,7.0,Independent Producer Operator,18349.0,Appalachia Central,Wayne,Wayne County River Terminal,West Virginia (Southern),Active,Underground,Argus Energy Wv Llc,"P.O. Box 200, Dunlow, WV 25511",Preparation Plant,0.0,,2009
4607809,22.0,Independent Producer Operator,54463.0,Appalachia Central,Wayne,Kiah Creek Preparation Plant,West Virginia (Southern),Active,Surface,Argus Energy Wv Llc,"P.O. Box 200, Dunlow, WV 25511",Preparation Plant,0.0,,2009
4607809,17.0,Independent Producer Operator,44560.0,Appalachia Central,Wayne,Kiah Creek Preparation Plant,West Virginia (Southern),Active,Underground,Argus Energy Wv Llc,"P.O. Box 200, Dunlow, WV 25511",Preparation Plant,0.0,,2009
4607946,3.0,Independent Producer Operator,2992.0,Appalachia Central,Wayne,Cyrus Dock,West Virginia (Southern),Active,Surface,Ldh Energy Cyrus River Termina,"13430 Northwest Freeway, Suite, Houston, TX 77040",Preparation Plant,0.0,,2009
4607946,5.0,Independent Producer Operator,6076.0,Appalachia Central,Wayne,Cyrus Dock,West Virginia (Southern),Active,Underground,Ldh Energy Cyrus River Termina,"13430 Northwest Freeway, Suite, Houston, TX 77040",Preparation Plant,0.0,,2009
4608030,43.0,Operating Subsidiary,103078.0,Appalachia Central,Wayne,Camp Creek Processing,West Virginia (Southern),Active,Underground,Rockspring Development Inc,"P.O. Box 390, East Lynn, WV 25512",Preparation Plant,0.0,,2009
4608704,97.0,Independent Producer Operator,271174.0,Appalachia Central,Wayne,Copley Trace Surface Mine,West Virginia (Southern),Active,Surface,Argus Energy Wv Llc,"P.O. Box 200, Dunlow, WV 25511",Mine only,1269896.0,,2009
4608772,52.0,Independent Producer Operator,126704.0,Appalachia Central,Wayne,Deep Mine No 7,West Virginia (Southern),Active,Underground,Argus Energy Wv Llc,"P.O. Box 416, Kenova, WV 25530",Mine only,517809.0,,2009
4608994,69.0,Independent Producer Operator,180910.0,Appalachia Central,Wayne,Deep Mine No 8,West Virginia (Southern),Active,Underground,Argus Energy Wv Llc,"P.O. Box 200, Dunlow, WV 25511",Mine only,517017.0,,2009
4609007,16.0,Independent Producer Operator,34292.0,Appalachia Central,Wayne,Highwall Miner No 1,West Virginia (Southern),Active,Surface,Bundy Auger Mining Inc,"800 North Side Dr, Suite 27, Summersville, WV 26651",Mine only,281134.0,,2009
4609051,25.0,Operating Subsidiary,53460.0,Appalachia Central,Wayne,Ceredo Dock,West Virginia (Southern),Active,Surface,"Kanawha River Terminals, Llc","P.O. Box 308, Ceredo, WV 25507",Preparation Plant,0.0,,2009
4609051,68.0,Operating Subsidiary,144540.0,Appalachia Central,Wayne,Ceredo Dock,West Virginia (Southern),Active,Underground,"Kanawha River Terminals, Llc","P.O. Box 308, Ceredo, WV 25507",Preparation Plant,0.0,,2009
4606045,30.0,Operating Subsidiary,61940.0,Appalachia Northern,Webster,Brooks Run Processing Plant No,West Virginia (Northern),Active,Surface,Brooks Run Mining Company Llc,"25 Little Birch Road, Sutton, WV 26601",Preparation Plant,0.0,,2009
4606045,37.0,Operating Subsidiary,78833.0,Appalachia Northern,Webster,Brooks Run Processing Plant No,West Virginia (Northern),Active,Underground,Brooks Run Mining Company Llc,"25 Little Birch Road, Sutton, WV 26601",Preparation Plant,0.0,,2009
4607945,230.0,Operating Subsidiary,509642.0,Appalachia Northern,Webster,Birch River Mine,West Virginia (Northern),Active,Surface,Icg Eastern Llc,"P.O. Box 1019, Cowen, WV 26206",Mine only,2500172.0,,2009
4608218,31.0,Operating Subsidiary,63466.0,Appalachia Northern,Webster,Mine No  5,West Virginia (Northern),Permanently abandoned,Underground,Brooks Run Mining Company Llc,"25 Little Birch Road, Sutton, WV 26601",Mine only,112926.0,,2009
4608390,42.0,Operating Subsidiary,87137.0,Appalachia Northern,Webster,Birch River Plant,West Virginia (Northern),Active,Surface,Icg Eastern Llc,"P.O. Box 1019, Cowen, WV 26206",Preparation Plant,0.0,,2009
4608885,96.0,Operating Subsidiary,206981.0,Appalachia Northern,Webster,Poplar Ridge No 1 Deep Mine,West Virginia (Northern),Active,Underground,Brooks Run Mining Company Llc,"25 Little Birch Road, Sutton, WV 26601",Mine only,960647.0,,2009
4609036,71.0,Operating Subsidiary,169520.0,Appalachia Northern,Webster,Seven Pines,West Virginia (Northern),Active,Surface,Brooks Run Mining Company Llc,"25 Little Birch Road, Sutton, WV 26601",Mine only,1069448.0,,2009
4609126,47.0,Independent Producer Operator,83669.0,Appalachia Northern,Webster,Saylor Mine,West Virginia (Northern),Active,Underground,Brooks Run Mining Company Llc,"25 Little Birch Road, Sutton, WV 26601",Mine only,214585.0,,2009
4601544,89.0,Operating Subsidiary,166581.0,Appalachia Central,Wyoming,Road Fork #51 Mine,West Virginia (Southern),Active,Underground,Spartan Mining Company,"P.O. Box 1120, Holden, WV 25625",Mine only,218836.0,,2009
4601816,263.0,Operating Subsidiary,564069.0,Appalachia Central,Wyoming,Pinnacle Mine,West Virginia (Southern),Active,Underground,Pinnacle Mining Company Llc,"P.O. Box 338, Pineville, WV 24874",Mine only,517511.0,United Mine Workers of America,2009
4604637,5.0,Operating Subsidiary,8532.0,Appalachia Central,Wyoming,Kepler No. 1 Prep Plant,West Virginia (Southern),Active,Underground,Kepler Processing Company Llc,"P.O. Box 1530, Pineville, WV 24874",Preparation Plant,0.0,United Mine Workers of America,2009
4605868,43.0,Operating Subsidiary,85620.0,Appalachia Central,Wyoming,Pinnacle Preparation Plant,West Virginia (Southern),Active,Underground,Pinnacle Mining Company Llc,"P.O. Box 338, Pineville, WV 24874",Preparation Plant,0.0,United Mine Workers of America,2009
4605893,8.0,Contractor,5632.0,Appalachia Central,Wyoming,Edna Ruth Preparation Plant,West Virginia (Southern),Active,Surface,Tmr Loading & Processing Corp,"P.O. Box 1841, Oceana, WV 24870",Preparation Plant,0.0,United Mine Workers of America,2009
4606263,41.0,Operating Subsidiary,102537.0,Appalachia Central,Wyoming,Wyoming No 2,West Virginia (Southern),Active,Underground,Brooks Run Mining Company Llc,"208 Business Street, Beckley, WV 25801",Mine only,168276.0,,2009
4608577,24.0,Contractor,40613.0,Appalachia Central,Wyoming,Jims Branch No 2,West Virginia (Southern),Active,Underground,Chief Mining Inc,"P.O. Box 446, Glen Daniel, WV 25844",Mine only,87261.0,,2009
4608582,27.0,Operating Subsidiary,62264.0,Appalachia Central,Wyoming,Paynter Branch Surface Mine,West Virginia (Southern),Active,Surface,Simmons Fork Mining Incorporat,"400 Patterson Lane, Charleston, WV 25311",Mine only,175370.0,,2009
4608684,31.0,Operating Subsidiary,65221.0,Appalachia Central,Wyoming,Pinnacle Creek Strip,West Virginia (Southern),Active,Surface,Bluestone Coal Corporation,"P.O. Box 1085, Beckley, WV 25802",Mine only,166363.0,,2009
4608897,6.0,Independent Producer Operator,3380.0,Appalachia Central,Wyoming,Copperhead No. 1,West Virginia (Southern),Permanently abandoned,Underground,"Richmond Works, Inc.","P.O. Box 1792, Pineville, WV 24874",Mine only,7100.0,,2009
4609020,97.0,Operating Subsidiary,221419.0,Appalachia Central,Wyoming,No 65,West Virginia (Southern),Active,Underground,Double Bonus Coal Company,"P.O. Box 1085, Beckley, WV 25802",Mine only,382371.0,United Mine Workers of America,2009
4609030,46.0,Operating Subsidiary,103918.0,Appalachia Central,Wyoming,Green Ridge #1 Mine,West Virginia (Southern),"Active, men working, not producing",Underground,Pinnacle Mining Company Llc,"P.O. Box 338, Pineville, WV 24874",Mine only,132562.0,United Mine Workers of America,2009
4609062,100.0,Operating Subsidiary,218111.0,Appalachia Central,Wyoming,Coal Mountain No 1 Surface,West Virginia (Southern),Active,Surface,Dynamic Energy Inc,"P.O. Box 1085, Beckley, WV 25802",Mine only,649707.0,United Mine Workers of America,2009
4609135,1.0,Independent Producer Operator,2051.0,Appalachia Central,Wyoming,Coal Mountain Loadout,West Virginia (Southern),Active,Surface,"Black Bear Processing, Llc","P.O. Box 510, Princeton, WV 24740",Preparation Plant,0.0,,2009
4609135,8.0,Independent Producer Operator,18461.0,Appalachia Central,Wyoming,Coal Mountain Loadout,West Virginia (Southern),Active,Underground,"Black Bear Processing, Llc","P.O. Box 510, Princeton, WV 24740",Preparation Plant,0.0,,2009
4609213,62.0,Operating Subsidiary,129149.0,Appalachia Central,Wyoming,Wyoming No 1,West Virginia (Southern),Active,Underground,Brooks Run Mining Company Llc,"208 Business Street, Beckley, WV 25801",Mine only,269259.0,,2009
4609222,19.0,Independent Producer Operator,973.0,Appalachia Central,Wyoming,Green Ridge #2,West Virginia (Southern),"Active, men working, not producing",Underground,"Pinnacle Mining Company, Llc","P.O. Box 338, Pineville, WV 24874",Mine only,662.0,,2009
4609227,32.0,Operating Subsidiary,66651.0,Appalachia Central,Wyoming,Double Camp No. 1,West Virginia (Southern),"Active, men working, not producing",Underground,Frontier Coal Company,"P.O. Box 1085, Beckley, WV 25802",Mine only,99431.0,United Mine Workers of America,2009
4609243,30.0,Contractor,59423.0,Appalachia Central,Wyoming,Jims Branch No 3b,West Virginia (Southern),Active,Underground,Baylor Mining Inc,"P.O. Box 577, Mabscott, WV 25871",Mine only,131372.0,,2009
4800083,123.0,Operating Subsidiary,234375.0,Powder River Basin,Campbell,Wyodak Mine,Wyoming,Active,Surface,Wyodak Resources Development C,"3338 Garner Lake Rd, Gillette, WY 82716",Mine only,6016063.0,,2009
4800732,366.0,Operating Subsidiary,782761.0,Powder River Basin,Campbell,Belle Ayr Mine,Wyoming,Active,Surface,"Alpha Coal West, Inc.","P.O. Box 3039, Gillette, WY 82717",Mine and Preparation Plant,28395952.0,,2009
4800977,1186.0,Operating Subsidiary,2618422.0,Powder River Basin,Campbell,Black Thunder,Wyoming,Active,Surface,Thunder Basin Coal Company Llc,"P.O. Box 406, Wright, WY 82732",Mine and Preparation Plant,81079043.0,,2009
4800992,634.0,Operating Subsidiary,1298244.0,Powder River Basin,Campbell,Cordero Mine,Wyoming,Active,Surface,Cordero Mining Llc,"P.O. Box 1449, Gillette, WY 82717",Mine and Preparation Plant,39380964.0,,2009
4800993,226.0,Operating Subsidiary,463646.0,Powder River Basin,Campbell,Rawhide Mine,Wyoming,Active,Surface,Caballo Coal Company,"P.O. Box 3042, Gillette, WY 82717",Mine and Preparation Plant,15842274.0,,2009
4800997,644.0,Operating Subsidiary,974926.0,Powder River Basin,Campbell,Jacobs Ranch Mine,Wyoming,Permanently abandoned,Surface,Jacobs Ranch Coal Llc,"Caller Box 3013, Gillette, WY 82717",Mine and Preparation Plant,29021485.0,,2009
4801034,422.0,Operating Subsidiary,841950.0,Powder River Basin,Campbell,Caballo Mine,Wyoming,Active,Surface,Caballo Coal Company,"2298 Bishop Rd/Caller Box 3041, Gillette, WY 82717",Mine and Preparation Plant,23252475.0,,2009
4801078,271.0,Operating Subsidiary,572248.0,Powder River Basin,Campbell,Eagle Butte Mine,Wyoming,Active,Surface,Alpha Coal West. Inc.,"P.O. Box 3040, Gillette, WY 82717",Mine and Preparation Plant,21479183.0,,2009
4801200,328.0,Operating Subsidiary,751271.0,Powder River Basin,Campbell,Buckskin Mine,Wyoming,Active,Surface,Kiewit Mining Group,"P.O. Box 3027, Gillette, WY 82716",Mine and Preparation Plant,25411798.0,,2009
4801215,153.0,Operating Subsidiary,338420.0,Powder River Basin,Campbell,Coal Creek Mine,Wyoming,Active,Surface,Thunder Basin Coal Company Llc,"P.O. Box 406, Wright, WY 82732",Mine only,9766852.0,,2009
4801248,3.0,Independent Producer Operator,4347.0,Powder River Basin,Campbell,Kfx Plant Llc,Wyoming,"Active, men working, not producing",Surface,Evergreen Energy Inc,"3574 N Garner Lake Rd, Gillette, WY 82716",Preparation Plant,0.0,,2009
4801248,2.0,Independent Producer Operator,4346.0,Powder River Basin,Campbell,Kfx Plant Llc,Wyoming,"Active, men working, not producing",Underground,Evergreen Energy Inc,"3574 N Garner Lake Rd, Gillette, WY 82716",Preparation Plant,0.0,,2009
4801353,1188.0,Operating Subsidiary,2435089.0,Powder River Basin,Campbell,North Antelope Rochelle Mine,Wyoming,Active,Surface,Powder River Coal Llc,"Caller Box 3034, Gillette, WY 82717",Mine and Preparation Plant,98279377.0,,2009
4801429,67.0,Operating Subsidiary,148911.0,Powder River Basin,Campbell,Dry Fork Mine,Wyoming,Active,Surface,Western Fuels-Wyoming Inc,"P.O. Box 1809, Gillette, WY 82717",Mine and Preparation Plant,5233980.0,,2009
4801645,27.0,Contractor,67120.0,Western,Carbon,Addcar System 18 Hwm Serial No,Wyoming,Active,Surface,Icg Addcar Systems L,"No. 1 Hwm Drive, Ashland, KY 41102",Mine only,780530.0,,2009
4801694,17.0,Independent Producer Operator,35211.0,Western,Carbon,Elk Mountain Mine,Wyoming,Active,Surface,Arch Of Wyoming Llc,"1 1/2 Miles North Of Hanna, Wy, Hanna, WY 82327",Mine only,7289.0,,2009
4801337,488.0,Operating Subsidiary,1028764.0,Powder River Basin,Converse,Antelope Coal Mine,Wyoming,Active,Surface,Antelope Coal Llc,"Caller Box 3008, Gillette, WY 82717",Mine only,33975524.0,,2009
4800995,4.0,Independent Producer Operator,4907.0,Western,Hot Springs,Grass Creek Mine,Wyoming,Active,Surface,Grass Creek Coal Company,"P.O. Box 876, Lovell, WY 82431",Mine only,12711.0,,2009
4800086,302.0,Operating Subsidiary,590789.0,Western,Lincoln,Kemmerer Mine,Wyoming,Active,Surface,Chevron Mining Inc,"P.O. Box 950, Kemmerer, WY 83101",Mine and Preparation Plant,4460896.0,United Mine Workers of America,2009
4800677,190.0,Operating Subsidiary,361702.0,Western,Sweetwater,Jim Bridger Mine,Wyoming,Active,Surface,Bridger Coal Company,"P.O. Box 68, Point Of Rock, WY 82942",Mine only,1361625.0,Western Energy Workers,2009
4801180,178.0,Operating Subsidiary,375195.0,Western,Sweetwater,Black Butte And Leucite Hills,Wyoming,Active,Surface,Black Butte Coal Company,"P.O. Box 98, Point Of Rock, WY 82942",Mine only,3876766.0,,2009
4801646,235.0,Operating Subsidiary,561507.0,Western,Sweetwater,Bridger Underground Coal Mine,Wyoming,Active,Underground,Bridger Coal Company,"P.O. Box 68, Point Of Rock, WY 82942",Mine only,3471844.0,Western Energy Workers,2009
3304389,16.0,Independent Producer Operator,27882.0,Appalachia Northern,Athans,Buckingham Mine #2,Refuse Recovery,Active,Refuse,Buckingham Coal Company,"P.O. Box 157, Glouster, OH 45732",Mine only,150287.0,,2009
1202397,5.0,Independent Producer Operator,10299.0,Illinois Basin,Clay,Chinook Plant,Refuse Recovery,Active,Refuse,Covol Engineered Fuels,"3589 N County Rd 500 W, Brazil, IN 47834",Mine and Preparation Plant,143356.0,,2009
3607241,12.0,Independent Producer Operator,29992.0,Appalachia Northern,Cambria,Colver Refuse Site,Refuse Recovery,Active,Refuse,Maple Coal Company,"254 Interpower Drive, Colver, PA 15927",Mine only,249237.0,,2009
4609143,7.0,Independent Producer Operator,7786.0,Appalachia Central,Mcdowell,Lower Shannon Branch,Refuse Recovery,"Active, men working, not producing",Refuse,Reclaiming Llc,"Rt. 1 Box 1108, Fayetteville, WV 25840",Mine only,35925.0,,2009
3608344,5.0,Independent Producer Operator,3033.0,Appalachia Northern,Fayette,Brier Hill,Refuse Recovery,Active,Refuse,Mon River Energy Corp,"P.O. Box 466, Brier Hill, PA 15415",Mine only,962.0,,2009
1100588,13.0,Independent Producer Operator,26376.0,Illinois Basin,Franklin,Old Ed #21,Refuse Recovery,Active,Refuse,"Elk Land Holdings, L","2206 Samuel Stuart Ct., Chesterfield, MO 63005",Mine only,144719.0,,2009
1103207,5.0,Independent Producer Operator,11604.0,Illinois Basin,Franklin,Old Ben #25,Refuse Recovery,"Active, men working, not producing",Refuse,S.I. Energy Llc,"1867 Antioch Road, West Frankfor, IL 62896",Mine and Preparation Plant,128029.0,,2009
3609442,6.0,Independent Producer Operator,14348.0,Appalachia Northern,Indiana,Ernest,Refuse Recovery,Active,Refuse,Cambria Fuel Management Compan,"243 Rubisch Rd, Ebensburg, PA 15931",Mine only,705755.0,,2009
1512170,2.0,Independent Producer Operator,1152.0,Appalachia Central,Floyd,No 1 Dredge,Refuse Recovery,"Active, men working, not producing",Refuse,"Mare Creek Sand Co.,  Inc","P.O. Box 31, Allen, KY 41601",Mine only,1752.0,,2009
1519402,3.0,Independent Producer Operator,5109.0,Appalachia Central,Floyd,Wayland Job,Refuse Recovery,Temporarily closed,Refuse,"Landfall Mining, Inc.","367, Shelbiana, KY 41562",Mine only,23523.0,,2009
3604969,7.0,Independent Producer Operator,7277.0,Appalachia Northern,Luzerne,#9 Operation,Refuse Recovery,Active,Refuse,Popple Const. Inc.,"202 Main St., Laflin, PA 18702",Mine only,82299.0,,2009
